,Price,Bedrooms,Bathrooms,Area,,,Type,Construction,Parking,Heating,HOA,Price_SQFT,Principal_Interest,Mortgage,Tax,Insurance,School,Ranking
604,299800,1,1,950,"1100 Clove Rd APT 3L, Staten Island, NY 10301",https://www.zillow.com/homedetails/1100-Clove-Rd-APT-3L-Staten-Island-NY-10301/217911294_zpid/,Condo,1968,"No Garage, Assigned","Forced Air, Natural Gas","$1,075 monthly",$316 ,"$1,109/mo",$0/mo,$217/mo,$105/mo,"-Ps 45 John Tyler,-Is 27 Anning S Prall,-Susan E Wagner High School,","0.4,0.5,0.4,"
605,950000,11,4,1956,"2158 Bathgate Ave, Bronx, NY 10457",https://www.zillow.com/homedetails/2158-Bathgate-Ave-Bronx-NY-10457/29784343_zpid/,MultiFamily,1901,"Garage, Garage - Attached",No Data,$486 ,,"$3,415/mo",$0/mo,$752/mo,$333/mo,"-Ps 59 The Community School Of Technology,-Jhs 118 William W Niles,-Providing Urban Learners Success In Education High School,","0.5,0.6,0.3,"
606,828000,4,2,1836,"139-29 Pershing Cres, Jamaica, NY 11435",https://www.zillow.com/homedetails/139-29-Pershing-Cres-Jamaica-NY-11435/2074043368_zpid/,SingleFamily,1940,"Shared Driveway, Attached","Natural Gas, Hot Water",0.05 Acres,$451 ,"$2,976/mo",$0/mo,$580/mo,$290/mo,"-Ps 117 J Keld Briarwood School,-Jhs 217 Robert A Van Wyck,-Hillcrest High School,","0.6,0.6,0.4,"
607,179000,1,1,750,"4380 Vireo Ave APT 1D, Bronx, NY 10470",https://www.zillow.com/homedetails/4380-Vireo-Ave-APT-1D-Bronx-NY-10470/244470655_zpid/,Cooperative,1958,"Assigned, Waitlist","Oil, Hot Water",$620 monthly,$239 ,$697/mo,$0/mo,$142/mo,$63/mo,"-Ps 19 Judith K Weiss,-New World High School,","0.9,0.3,"
608,529000,4,2,1400,"305 Taylor St, Staten Island, NY 10310",https://www.zillow.com/homedetails/305-Taylor-St-Staten-Island-NY-10310/32276640_zpid/,SingleFamily,1910,"No Garage, Off Street","Forced Air, Natural Gas","2,200 sqft",$378 ,"$1,958/mo",$0/mo,$384/mo,$185/mo,"-Ps 19 The Curtis School,-Is 27 Anning S Prall,-Susan E Wagner High School,","0.2,0.5,0.4,"
609,11499000,0.9,NA,NA,"191 Canal St, Staten Island, NY 10304",https://www.zillow.com/homedetails/191-Canal-St-Staten-Island-NY-10304/143698397_zpid/,,,,,,,"$38,576/mo",$0/mo,"$8,337/mo","$4,025/mo","-Ps 16 John J Driscoll,-Is 49 Bertha A Dreyfus,-Curtis High School,","0.2,0.3,0.3,"
610,799000,2,2,1200,"6434 Grand Central Pkwy APT 3H, Forest Hills, NY 11375",https://www.zillow.com/homedetails/6434-Grand-Central-Pkwy-APT-3H-Forest-Hills-NY-11375/2074818026_zpid/,Condo,2009,"Assigned, Garage","Electric, Natural Gas, Hot Water",$400 monthly,$666 ,"$2,872/mo",$0/mo,$559/mo,$280/mo,"-Ps 175 The Lynn Gross Discovery School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","0.7,0.9,0.5,"
611,399000,1,NA,NA,"1917 Monterey Ave, Bronx, NY 10457",https://www.zillow.com/homedetails/1917-Monterey-Ave-Bronx-NY-10457/2082130098_zpid/,,,,,,,"$1,476/mo",$0/mo,$316/mo,$140/mo,,
612,699000,5,2,2268,"1033 Clarence Ave, Bronx, NY 10465",https://www.zillow.com/homedetails/1033-Clarence-Ave-Bronx-NY-10465/29845833_zpid/,MultiFamily,1920,"Detached, Driveway","Natural Gas, Hot Water",$308 ,,"$2,513/mo",$0/mo,$553/mo,$245/mo,"-Ps 14 Senator John Calandra,-Ps 71 Rose E Scala,-Westchester Square Academy,","0.8,0.7,0.2,"
613,101000,2,1,791,"1160 Colgate Ave APT 1D, Bronx, NY 10472",https://www.zillow.com/homedetails/1160-Colgate-Ave-APT-1D-Bronx-NY-10472/2081737422_zpid/,Cooperative,1927,None,"Oil, Hot Water",$891 monthly,$128 ,$392/mo,$0/mo,$80/mo,$35/mo,"-Ps 152 Evergreen,-Jhs 123 James M Kieran,-Felisa Rincon De Gautier Institute for Law and Public Policy,","0.3,0.7,0.1,"
614,625000,3,3,1800,"Hering Ave, Bronx, NY 10469",https://www.zillow.com/homedetails/2537-Hering-Ave-Bronx-NY-10469/29821204_zpid/,SingleFamily,1960,"Attached, Driveway","Natural Gas, Radiant",0.06 Acres,$347 ,,,,,"-Ps 121 Throop,-Jhs 144 Michelangelo,-Harry S Truman High School,","0.3,0.7,0.3,"
615,1558000,4,4,3200,"54 Hastings Ct, Staten Island, NY 10309",https://www.zillow.com/homedetails/54-Hastings-Ct-Staten-Island-NY-10309/32368352_zpid/,MultiFamily,1996,"Attached, Garage, Off Street, Garage Door Opener","Hot Water, Natural Gas, Fireplace(s)",$487 ,,"$5,227/mo",$0/mo,"$1,130/mo",$545/mo,"-Ps 3 The Margaret Gioiosa School,-Is 7 Elias Bernstein,-Tottenville High School,","0.8,0.9,0.5,"
616,499000,3,2,NA,"15071 Foch Blvd, Jamaica, NY 11434",https://www.zillow.com/homedetails/15071-Foch-Blvd-Jamaica-NY-11434/32186547_zpid/,SingleFamily,1962,"Private, Driveway, No Garage","Natural Gas, Hot Water",0.05 Acres,,"$1,846/mo",$0/mo,$349/mo,$175/mo,"-Ps 123,-Jhs 226 Virgil I Grisson,-John Adams High School,","0.4,0.4,0.3,"
617,608888,2,3,1350,"139 Reid Ave, Staten Island, NY 10305",https://www.zillow.com/homedetails/139-Reid-Ave-Staten-Island-NY-10305/2077495314_zpid/,SingleFamily,2020,"Built-in, Garage, Assigned","Forced Air, Natural Gas","1,725 sqft",$451 ,"$2,189/mo",$0/mo,$441/mo,$213/mo,"-Ps 52 John C Thompson,-Is 2 George L Egbert,-New Dorp High School,","0.6,0.4,0.4,"
618,638888,2,3,1560,"141 Reid Ave, Staten Island, NY 10305",https://www.zillow.com/homedetails/141-Reid-Ave-Staten-Island-NY-10305/2077493020_zpid/,SingleFamily,2020,"Built-in, Garage, Assigned, Off Street","Forced Air, Natural Gas","1,725 sqft",$410 ,"$2,297/mo",$0/mo,$463/mo,$224/mo,"-Ps 52 John C Thompson,-Is 2 George L Egbert,-New Dorp High School,","0.6,0.4,0.4,"
619,360000,"Studio,",1,NA,"399 E 78th St APT 4B, New York, NY 10075",https://www.zillow.com/homedetails/399-E-78th-St-APT-4B-New-York-NY-10075/2082857631_zpid/,Cooperative,1910,0 spaces,No Data,$979 monthly,,"$1,332/mo",$0/mo,$264/mo,$126/mo,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.8,0.3,0.9,"
620,720000,7,5,2361,"3544 Corsa Ave #2FAM, Bronx, NY 10469",https://www.zillow.com/homedetails/3544-Corsa-Ave-2FAM-Bronx-NY-10469/2074052471_zpid/,MultiFamily,2006,0 spaces,No Data,$305 ,,"$2,588/mo",$0/mo,$570/mo,$252/mo,"-Ps 78 Anne Hutchinson,-Jhs 144 Michelangelo,-Harry S Truman High School,","0.4,0.7,0.3,"
621,775000,2,1,802,"1141 Dean St APT 3, Brooklyn, NY 11216",https://www.zillow.com/homedetails/1141-Dean-St-APT-3-Brooklyn-NY-11216/112506682_zpid/,Condo,1905,0 spaces,No Data,$212 monthly,$966 ,"$2,786/mo",$0/mo,$420/mo,$271/mo,"-Brooklyn Arts and Science Elementary School,-Ebbetts Field Middle School,-W E B Dubois Academic High School,","0.2,0.6,0.1,"
622,239000,"Studio,",1,420,"36 Dahill Rd APT 4L, Brooklyn, NY 11218",https://www.zillow.com/homedetails/36-Dahill-Rd-APT-4L-Brooklyn-NY-11218/245062114_zpid/,Cooperative,1950,"Garage, Garage - Attached",No Data,$484 monthly,$569 ,,,,,"-Ps 230 Doris L Cohen,-Middle 839,-West Brooklyn Community High School,","0.6,0.5,0.2,"
623,479999,2,3,1150,"85 Mosel Ave, Staten Island, NY 10304",https://www.zillow.com/homedetails/85-Mosel-Ave-Staten-Island-NY-10304/68321740_zpid/,SingleFamily,2004,"No Garage, Assigned","Forced Air, Natural Gas",$33 monthly,"2,190 sqft","$1,647/mo",$0/mo,$323/mo,$156/mo,"-Ps 57 Hubert H Humphrey,-Is 49 Bertha A Dreyfus,-New Dorp High School,","0.4,0.3,0.4,"
624,519000,3,1,1514,"112-12 203rd St, Saint Albans, NY 11412",https://www.zillow.com/homedetails/112-12-203rd-St-Saint-Albans-NY-11412/2074053080_zpid/,SingleFamily,1925,"Private, Driveway, On Street","Natural Gas, Steam",0.07 Acres,$343 ,"$1,921/mo",$0/mo,$363/mo,$182/mo,"-Ps 136 Roy Wilkins,-Pathways College Preparatory School  A College Board School,","0.4,0.3,"
625,899000,1,1,765,"306 Gold St APT 14F, Brooklyn, NY 11201",https://www.zillow.com/homedetails/306-Gold-St-APT-14F-Brooklyn-NY-11201/89069196_zpid/,Condo,2005,Garage - Attached,No Data,$647 monthly,"$1,175 ","$3,232/mo",$0/mo,$487/mo,$315/mo,"-Ps 287 Bailey K Ashford,-Ps 8 Robert Fulton,-City Polytechnic High School Of Engineering Archi,","0.1,0.8,0.3,"
626,995000,2,1,NA,"90 Gold St APT 14K, New York, NY 10038",https://www.zillow.com/homedetails/90-Gold-St-APT-14K-New-York-NY-10038/2074053530_zpid/,Cooperative,No Data,0 spaces,No Data,$822 monthly,,"$3,338/mo",$0/mo,$730/mo,$348/mo,"-Spruce Street School,-Nyc Lab High School For Collaborative Studies,","0.8,0.9,"
627,3300000,15,15,9600,"1100 Putnam Ave, Brooklyn, NY 11221",https://www.zillow.com/homedetails/1100-Putnam-Ave-Brooklyn-NY-11221/2074053531_zpid/,MultiFamily,2005,0 spaces,No Data,$344 ,,"$11,071/mo",$0/mo,"$1,788/mo","$1,155/mo","-Ps 299 Thomas Warren Field School,-Jhs 291 Roland Hayes,-Bushwick Community High School,","0.2,0.5,0.1,"
628,1100000,1,2,1042,"375 W 123rd St #3B, New York, NY 10027",https://www.zillow.com/homedetails/375-W-123rd-St-3B-New-York-NY-10027/2074053533_zpid/,Condo,2020,0 spaces,No Data,$967 monthly,"$1,056 ","$3,690/mo",$0/mo,$807/mo,$385/mo,"-Ps 154 Harriet Tubman,-Columbia Secondary School,","0.4,0.7,"
629,425000,1,1,NA,"79-10 34th Ave APT 7M, Jackson Heights, NY 11372",https://www.zillow.com/homedetails/79-10-34th-Ave-APT-7M-Jackson-Heights-NY-11372/89825756_zpid/,Cooperative,1955,0 spaces,No Data,$685 monthly,,"$1,573/mo",$0/mo,$298/mo,$149/mo,"-Ps 212,-Is 230,-William Cullen Bryant High School,","0.6,1.0,0.3,"
630,1590000,3,2,1415,"375 W 123rd St #4A, New York, NY 10027",https://www.zillow.com/homedetails/375-W-123rd-St-4A-New-York-NY-10027/2074053529_zpid/,Condo,2020,0 spaces,No Data,"$1,319 monthly","$1,124 ","$5,334/mo",$0/mo,"$1,166/mo",$557/mo,"-Ps 154 Harriet Tubman,-Columbia Secondary School,","0.4,0.7,"
631,719000,1,1,557,"375 W 123rd St #7C, New York, NY 10027",https://www.zillow.com/homedetails/375-W-123rd-St-7C-New-York-NY-10027/2074053527_zpid/,Condo,2020,0 spaces,No Data,$511 monthly,"$1,291 ","$2,585/mo",$0/mo,$527/mo,$252/mo,"-Ps 154 Harriet Tubman,-Columbia Secondary School,","0.4,0.7,"
632,1445000,2,2,1271,"375 W 123rd St #4C, New York, NY 10027",https://www.zillow.com/homedetails/375-W-123rd-St-4C-New-York-NY-10027/2074053528_zpid/,,,,,,,,,,,,
633,595000,1,1,NA,"101 W 12th St APT 3X, New York, NY 10011",https://www.zillow.com/homedetails/101-W-12th-St-APT-3X-New-York-NY-10011/121149055_zpid/,Cooperative,1961,Garage - Attached,No Data,"$1,257 monthly",,"$2,139/mo",$0/mo,$436/mo,$208/mo,"-P.S. 41 Greenwich Village,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
634,1799000,8,4,2520,"506 Graham Ave, Brooklyn, NY 11222",https://www.zillow.com/homedetails/506-Graham-Ave-Brooklyn-NY-11222/30622267_zpid/,MultiFamily,1910,0 spaces,No Data,$714 ,,"$6,035/mo",$0/mo,$974/mo,$630/mo,"-P.S. 34 Oliver H Perry,-John Ericsson Middle School 126,-Automotive High School,","0.7,0.4,0.2,"
635,5000000,3,3,4100,"832 Broadway APT 4, New York, NY 10003",https://www.zillow.com/homedetails/832-Broadway-APT-4-New-York-NY-10003/244798138_zpid/,Cooperative,1896,0 spaces,No Data,"$6,472 monthly","$1,220 ","$16,774/mo",$0/mo,"$3,667/mo","$1,750/mo","-P.S. 41 Greenwich Village,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
636,1050000,12,3,1998,"101 Avenue St #104, Ozone Park, NY 11416",https://www.zillow.com/homedetails/101-Avenue-St-104-Ozone-Park-NY-11416/2074054376_zpid/,SingleFamily,No Data,0 spaces,No Data,No Data,$501 ,"$3,355/mo",$0/mo,$700/mo,$350/mo,"-Ps 64 Joseph P Addabbo,-Jhs 210 Elizabeth Blackwell,-Richmond Hill High School,","0.6,0.4,0.3,"
637,988000,4,4,NA,"73-14 174th St, Fresh Meadows, NY 11366",https://www.zillow.com/homedetails/73-14-174th-St-Fresh-Meadows-NY-11366/2074054608_zpid/,SingleFamily,1935,"Private, Driveway, No Garage, Public Parking, On Street",Natural Gas,0.05 Acres,,"$3,314/mo",$0/mo,$692/mo,$346/mo,"-Ps 173 Fresh Meadow,-Jhs 216 George J Ryan,-Francis Lewis High School,","0.9,1.0,0.6,"
638,889000,3,3,NA,"105-02 103rd Ave, Ozone Park, NY 11417",https://www.zillow.com/homedetails/105-02-103rd-Ave-Ozone-Park-NY-11417/2074054612_zpid/,MultiFamily,1930,"Private, No Garage","Natural Gas, Hot Water",,,"$3,196/mo",$0/mo,$622/mo,$311/mo,"-Ps 65 The Raymond York Elementary School,-Jhs 202 Robert H Goddard,-John Adams High School,","0.5,0.6,0.3,"
639,729888,2,3,NA,"8714 134th St, Jamaica, NY 11418",https://www.zillow.com/homedetails/8714-134th-St-Jamaica-NY-11418/32120164_zpid/,MultiFamily,1915,"Private, Detached",No Data,,,"$2,624/mo",$0/mo,$511/mo,$255/mo,"-Ps 54 Hillside,-Jhs 217 Robert A Van Wyck,-Hillcrest High School,","0.5,0.6,0.4,"
640,198000,"Studio,",1,NA,"90-10 34th Ave #5N, Jackson Heights, NY 11372",https://www.zillow.com/homedetails/90-10-34th-Ave-5N-Jackson-Heights-NY-11372/2077694649_zpid/,Condo,1958,0 spaces,No Data,$691 monthly,,$771/mo,$0/mo,$139/mo,$69/mo,,
641,1700000,9,NA,NA,"9231 Rost Pl, Brooklyn, NY 11236",https://www.zillow.com/homedetails/9231-Rost-Pl-Brooklyn-NY-11236/30778211_zpid/,,,,,,,"$5,703/mo",$0/mo,$921/mo,$595/mo,"-Ps 115 Daniel Mucatel School,-Is 68 Isaac Bildersee,-Urban Action Academy,","0.5,0.6,0.2,"
642,279000,2,1,850,"2017 Pearson St FLOOR 80F-2, Brooklyn, NY 11234",https://www.zillow.com/homedetails/2017-Pearson-St-FLOOR-80F-2-Brooklyn-NY-11234/2074056917_zpid/,Cooperative,1955,0 spaces,No Data,$809 monthly,$328 ,"$1,032/mo",$0/mo,$151/mo,$98/mo,"-Ps 207 Elizabeth G Leary,-James Madison High School,","0.7,0.4,"
643,525000,1,1,810,"1 Bay Club Dr PENTHOUSE U, Bayside, NY 11360",https://www.zillow.com/homedetails/1-Bay-Club-Dr-PENTHOUSE-U-Bayside-NY-11360/2074057966_zpid/,Condo,1982,"Garage, Heated Garage",Natural Gas,$671 monthly,$648 ,"$1,943/mo",$0/mo,$368/mo,$184/mo,"-Ps 209 Clearview Gardens,-World Journalism Preparatory  A College Board School,","0.8,0.6,"
644,629888,2,1,NA,"35-45 82nd St APT 42, Jackson Heights, NY 11372",https://www.zillow.com/homedetails/35-45-82nd-St-APT-42-Jackson-Heights-NY-11372/79737057_zpid/,Cooperative,1915,0 spaces,Hot Water,$832 monthly,,"$2,264/mo",$0/mo,$441/mo,$220/mo,"-Ps 69 Jackson Heights,-Is 230,-William Cullen Bryant High School,","0.9,1.0,0.3,"
645,279000,2,1,850,"2017 Pearson St #80F, Brooklyn, NY 11234",https://www.zillow.com/homedetails/2017-Pearson-St-80F-Brooklyn-NY-11234/111910603_zpid/,Cooperative,No Data,0 spaces,No Data,$809 monthly,$328 ,"$1,032/mo",$0/mo,$151/mo,$98/mo,"-Ps 207 Elizabeth G Leary,-James Madison High School,","0.7,0.4,"
646,2000000,3,2,1512,"306 E 82nd St APT 4A, New York, NY 10028",https://www.zillow.com/homedetails/306-E-82nd-St-APT-4A-New-York-NY-10028/112511240_zpid/,Condo,2008,0 spaces,Gas,$710 monthly,"$1,323 ","$6,709/mo",$0/mo,"$1,467/mo",$700/mo,"-Ps 290 Manhattan New School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
647,1095000,1,1,875,"470 W 24th St APT 2E, New York, NY 10011",https://www.zillow.com/homedetails/470-W-24th-St-APT-2E-New-York-NY-10011/2074060323_zpid/,Cooperative,1930,Covered,No Data,"$2,223 monthly","$1,251 ","$3,673/mo",$0/mo,$803/mo,$383/mo,"-Ps 33 Chelsea Prep,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
648,6195000,3,3,1891,"515 W 18th St APT 919, New York, NY 10011",https://www.zillow.com/homedetails/515-W-18th-St-APT-919-New-York-NY-10011/2074060322_zpid/,Condo,2020,0 spaces,No Data,"$2,738 monthly","$3,276 ","$20,783/mo",$0/mo,"$4,543/mo","$2,168/mo","-Ps 11 William T Harris,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
649,749000,4,3,2125,"1415 Oakley St, Bronx, NY 10469",https://www.zillow.com/homedetails/1415-Oakley-St-Bronx-NY-10469/29828753_zpid/,MultiFamily,1950,Attached,"Natural Gas, Baseboard",$352 ,,"$2,692/mo",$0/mo,$593/mo,$262/mo,"-Ps 78 Anne Hutchinson,-Jhs 144 Michelangelo,-New World High School,","0.4,0.7,0.3,"
650,515000,1,1,630,"2 S End Ave APT 7U, New York, NY 10280",https://www.zillow.com/homedetails/2-S-End-Ave-APT-7U-New-York-NY-10280/31493000_zpid/,Condo,1990,Garage - Detached,No Data,"$1,653 monthly",$817 ,"$1,906/mo",$0/mo,$378/mo,$180/mo,"-Ps 89,-Middle 297,-Nyc Lab High School For Collaborative Studies,","1.0,0.6,0.9,"
651,849000,1,2,1151,"819 Lexington Ave #1B, Brooklyn, NY 11221",https://www.zillow.com/homedetails/819-Lexington-Ave-1B-Brooklyn-NY-11221/2074061312_zpid/,Condo,1931,0 spaces,No Data,$899 monthly,$738 ,"$3,052/mo",$0/mo,$460/mo,$297/mo,"-Ps 308 Clara Cardwell,-Boys and Girls High School,","0.4,0.2,"
652,589000,1,1,626,"819 Lexington Ave #3B, Brooklyn, NY 11221",https://www.zillow.com/homedetails/819-Lexington-Ave-3B-Brooklyn-NY-11221/2074061317_zpid/,Condo,1931,0 spaces,No Data,$402 monthly,$941 ,"$2,117/mo",$0/mo,$319/mo,$206/mo,"-Ps 308 Clara Cardwell,-Boys and Girls High School,","0.4,0.2,"
653,569000,1,1,626,"819 Lexington Ave #2A, Brooklyn, NY 11221",https://www.zillow.com/homedetails/819-Lexington-Ave-2A-Brooklyn-NY-11221/2074061313_zpid/,Condo,1931,0 spaces,No Data,$392 monthly,$909 ,"$2,045/mo",$0/mo,$308/mo,$199/mo,"-Ps 308 Clara Cardwell,-Boys and Girls High School,","0.4,0.2,"
654,3599000,18,9,9373,"403 51st St #1F, Brooklyn, NY 11220",https://www.zillow.com/homedetails/403-51st-St-1F-Brooklyn-NY-11220/2074061309_zpid/,Apartment,1931,0 spaces,No Data,,,,,,,,
655,1990000,4,4,4000,"2483 65th St, Brooklyn, NY 11204",https://www.zillow.com/homedetails/2483-65th-St-Brooklyn-NY-11204/30717783_zpid/,MultiFamily,1931,On-street,No Data,$498 ,,"$6,676/mo",$0/mo,"$1,078/mo",$697/mo,"-Ps 177 The Marlboro,-I.S. 96 Seth Low,-Abraham Lincoln High School,","0.7,0.7,0.4,"
656,1495000,2,2,NA,"500 W 111th St APT 6D, New York, NY 10025",https://www.zillow.com/homedetails/500-W-111th-St-APT-6D-New-York-NY-10025/2074061314_zpid/,Cooperative,1910,0 spaces,No Data,"$1,614 monthly",,"$5,015/mo",$0/mo,"$1,096/mo",$523/mo,"-Ps 165 Robert E Simon,-Edward A Reynolds West Side High School,","0.5,0.1,"
657,1695000,2,2,1017,"635 W 42nd St APT 31D, New York, NY 10036",https://www.zillow.com/homedetails/635-W-42nd-St-APT-31D-New-York-NY-10036/80002841_zpid/,Condo,2007,Covered,Gas,$999 monthly,"$1,667 ","$5,686/mo",$0/mo,"$1,243/mo",$593/mo,"-P.S. 51 Elias Howe,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.5,0.6,0.9,"
658,549000,2,2,NA,"11743 125th St, Jamaica, NY 11420",https://www.zillow.com/homedetails/11743-125th-St-Jamaica-NY-11420/32176345_zpid/,SingleFamily,1930,Shared Driveway,"Natural Gas, Baseboard",0.05 Acres,,"$2,032/mo",$0/mo,$384/mo,$192/mo,"-Ps 124 Osmond A Church,-Jhs 226 Virgil I Grisson,-John Adams High School,","0.7,0.4,0.3,"
659,12600000,11,11,24914,"1239 Forest Hill Rd, Staten Island, NY 10314",https://www.zillow.com/homedetails/1239-Forest-Hill-Rd-Staten-Island-NY-10314/32307443_zpid/,MultiFamily,2022,"Built-in, Assigned","Forced Air, Natural Gas",$506 ,,"$42,270/mo",$0/mo,"$9,135/mo","$4,410/mo","-Ps 54 Charles W Leng,-Is 72 Rocco Laurie,-Susan E Wagner High School,","0.8,0.7,0.4,"
660,1099000,5,4,NA,"1260 Dekalb Ave, Brooklyn, NY 11221",https://www.zillow.com/homedetails/1260-Dekalb-Ave-Brooklyn-NY-11221/30625870_zpid/,MultiFamily,1998,Private,No Data,,,"$3,687/mo",$0/mo,$595/mo,$385/mo,"-Ps 274 Kosciusko,-Jhs 291 Roland Hayes,-Bushwick Leaders High School For Academic Excellence,","0.4,0.5,0.2,"
661,757000,1,1,700,"131-03 40th Rd #9G, Flushing, NY 11354",https://www.zillow.com/homedetails/131-03-40th-Rd-9G-Flushing-NY-11354/2074071927_zpid/,Condo,2017,0 spaces,No Data,$598 monthly,"$1,081 ","$2,721/mo",$0/mo,$530/mo,$265/mo,"-Ps 20 John Bowne,-Jhs 189 Daniel Carter Beard,-Flushing High School,","0.9,0.6,0.2,"
662,620000,3,3,1400,"37 Gwenn Loop, Staten Island, NY 10314",https://www.zillow.com/homedetails/37-Gwenn-Loop-Staten-Island-NY-10314/68319222_zpid/,SingleFamily,2005,"No Garage, Carport, On Street","Forced Air, Natural Gas",$83 monthly,"2,970 sqft","$2,229/mo",$0/mo,$449/mo,$217/mo,"-Ps 54 Charles W Leng,-Is 72 Rocco Laurie,-Susan E Wagner High School,","0.8,0.7,0.4,"
663,1438000,8,3,NA,"1114 Gilmore Ct, Brooklyn, NY 11235",https://www.zillow.com/homedetails/1114-Gilmore-Ct-Brooklyn-NY-11235/30749622_zpid/,MultiFamily,1960,"Private, Attached",No Data,,,"$4,824/mo",$0/mo,$779/mo,$503/mo,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,","0.9,0.4,"
664,16499000,8,8,33340,"4 Wiman Pl, Staten Island, NY 10305",https://www.zillow.com/homedetails/4-Wiman-Pl-Staten-Island-NY-10305/112111035_zpid/,MultiFamily,2022,"Built-in, Assigned","Forced Air, Natural Gas",$495 ,,"$55,350/mo",$0/mo,"$11,962/mo","$5,775/mo","-Ps 13 M L Lindenmeyer,-Is 49 Bertha A Dreyfus,-Curtis High School,","0.7,0.3,0.3,"
665,1450000,2,2,NA,"289 Hicks St #3F, Brooklyn, NY 11201",https://www.zillow.com/homedetails/289-Hicks-St-3F-Brooklyn-NY-11201/2074075845_zpid/,Cooperative,1900,0 spaces,No Data,"$1,384 monthly",,"$4,864/mo",$0/mo,$785/mo,$508/mo,"-Ps 8 Robert Fulton,-Urban Assembly Institute of Math and Science for Young Women,","0.8,0.6,"
666,1975000,2,2,1500,"70 E 10th St APT 3L, New York, NY 10003",https://www.zillow.com/homedetails/70-E-10th-St-APT-3L-New-York-NY-10003/114440433_zpid/,Cooperative,1960,0 spaces,No Data,"$2,268 monthly","$1,317 ","$6,626/mo",$0/mo,"$1,448/mo",$691/mo,"-P.S. 41 Greenwich Village,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.9,0.6,0.9,"
667,1598000,2,2,1176,"325 5th Ave APT 25A, New York, NY 10016",https://www.zillow.com/homedetails/325-5th-Ave-APT-25A-New-York-NY-10016/80014874_zpid/,Condo,2005,0 spaces,No Data,"$1,382 monthly","$1,359 ","$5,361/mo",$0/mo,"$1,172/mo",$559/mo,"-Ps 116 Mary Lindley Murray,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
668,1025000,2,2,997,"215 E 96th St #29A, New York, NY 10128",https://www.zillow.com/homedetails/215-E-96th-St-29A-New-York-NY-10128/321915249_zpid/,Apartment,2005,Garage - Detached,No Data,"$2,755 monthly","$1,028 ","$3,439/mo",$0/mo,$752/mo,$359/mo,"-Ps 198 Isador E Ida Straus,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
669,3950000,3,3,2500,"563 Park Ave APT 8E, New York, NY 10065",https://www.zillow.com/homedetails/563-Park-Ave-APT-8E-New-York-NY-10065/72527743_zpid/,Cooperative,1910,0 spaces,No Data,"$7,411 monthly","$1,580 ","$13,251/mo",$0/mo,"$2,897/mo","$1,383/mo","-East Side Elementary School, PS 267,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
670,1199000,1,1,900,"60 E 8th St APT 24J, New York, NY 10003",https://www.zillow.com/homedetails/60-E-8th-St-APT-24J-New-York-NY-10003/244752716_zpid/,Apartment,1965,0 spaces,No Data,"$2,216 monthly","$1,332 ","$4,022/mo",$0/mo,$879/mo,$420/mo,"-P.S. 41 Greenwich Village,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.9,0.6,0.9,"
671,4900000,3,4,2347,"400 E 51st St APT 27B, New York, NY 10022",https://www.zillow.com/homedetails/400-E-51st-St-APT-27B-New-York-NY-10022/63870339_zpid/,Condo,2002,0 spaces,No Data,"$3,312 monthly","$2,088 ","$16,438/mo",$0/mo,"$3,593/mo","$1,715/mo","-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
672,1175000,2,2,804,"311 E 38th St APT 7F, New York, NY 10016",https://www.zillow.com/homedetails/311-E-38th-St-APT-7F-New-York-NY-10016/31511050_zpid/,Condo,1984,0 spaces,No Data,$975 monthly,"$1,461 ","$3,942/mo",$0/mo,$862/mo,$411/mo,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
673,975000,3,3,1300,"964 76th St, Brooklyn, NY 11228",https://www.zillow.com/homedetails/964-76th-St-Brooklyn-NY-11228/30696033_zpid/,SingleFamily,1925,"Garage, Garage - Attached",No Data,"1,800 sqft",$750 ,"$3,271/mo",$0/mo,$528/mo,$341/mo,"-Ps 127 Mckinley Park,-Jhs 259 William Mckinley,-Fort Hamilton High School,","0.7,1.0,0.4,"
